min, max, avg
0, 2269, 914.98
0, 2338, 887.86
0, 2259, 888.25
0, 2307, 825.065
0, 2325, 892.575
0, 2261, 827.405
0, 2261, 828.305
0, 2245, 873.625
0, 2372, 920.22
0, 2239, 882.3
0, 2249, 896.845
0, 2232, 856.26
0, 2294, 903.67
0, 2240, 872.335
0, 2241, 856.12
0, 2261, 821.255
0, 2240, 891.935
0, 2224, 877.06
0, 2245, 884.465
0, 2330, 856.86
0, 2245, 892.83
0, 2272, 806.8
0, 2233, 886.845
0, 2259, 873.015
0, 2299, 864.92
0, 2266, 834.565
0, 2269, 867.365
0, 2269, 873.555
0, 2306, 835.58
0, 2234, 887.175
0, 2235, 870.58
0, 2249, 872.08
0, 2293, 874.83
0, 2240, 890.34
0, 2273, 833.95
0, 2227, 884.51
0, 2271, 808.555
0, 2289, 832.81
0, 2277, 871.85
0, 2247, 800.525
0, 2239, 885.475
0, 2273, 805.435
0, 2271, 853.32
0, 2257, 851.33
0, 1308, 344.9
0, 2082, 800.235
0, 2187, 855.465
0, 2140, 774.7
0, 2170, 787.52
0, 2102, 751.505
0, 2110, 824.92
0, 1872, 638.28
0, 2209, 763.855
0, 2238, 848.875
0, 2265, 874.47
0, 2243, 856.71
0, 2285, 923.1
0, 2271, 826.98
0, 2237, 912.455
0, 2245, 885.07
0, 2282, 918.505
0, 2259, 857.5
0, 2289, 811.22
0, 2225, 868.89
0, 2234, 845.07
0, 2250, 881.82
0, 2320, 889.27
0, 2204, 816.795
0, 2291, 815.58
0, 1089, 228.765
0, 2021, 693.72
0, 2167, 858.975
0, 2189, 803.755
0, 2132, 812.18
0, 2107, 838.35
0, 2094, 764.45
0, 2112, 789.11
0, 2094, 780.585
0, 2098, 763.17
0, 2134, 813.015
0, 2127, 792.55
0, 2079, 742.585
0, 2096, 826.645
0, 2045, 766.705
0, 2063, 816.535
0, 2098, 801.32
0, 2037, 772.795
0, 2059, 742.85
0, 2114, 807.53
0, 2107, 761.22
0, 2053, 809.125
0, 2042, 768.985
0, 2061, 794.075
0, 2129, 842.8
0, 2139, 776.285
0, 2067, 780.58
0, 2064, 784.72
0, 2092, 804.72
0, 2111, 725.81
0, 2054, 746.8
0, 2109, 744.63
0, 2151, 797.535
0, 2012, 777.21
0, 2037, 769.295
0, 2079, 724.115
0, 2085, 729.61
0, 2054, 785.225
0, 1926, 576.155
0, 2003, 706.975
0, 2139, 707.74
0, 2191, 856.12
0, 2207, 864.935
0, 2215, 841.245
0, 2250, 847.855
0, 2291, 875.08
0, 2185, 852.9
0, 2185, 877.385
0, 2188, 906.605
0, 2205, 762.23
0, 2195, 877.945
0, 2189, 870.845
0, 2247, 837.245
0, 2203, 765.21
0, 2231, 845.46
0, 2325, 859.36
0, 2230, 867.525
0, 2227, 784.205
0, 2192, 844.88
0, 2205, 873.99
0, 2166, 862.2
0, 2191, 798.525
0, 2278, 822.215
0, 2227, 854.065
0, 2224, 830.21
0, 2186, 811.305
0, 2180, 875.715
0, 2180, 816.435
0, 2192, 870.49
0, 2205, 816.695
0, 2187, 872.065
0, 2211, 812.63
0, 1922, 734.155
0, 1781, 663.2
0, 1791, 695.865
0, 1787, 626.69
0, 1773, 678.41
0, 1758, 664.26
0, 2193, 837.31
0, 2201, 813.76
0, 2189, 805.145
0, 2194, 819.255
0, 2224, 778.15
0, 2223, 851.455
0, 2204, 825.215
0, 2214, 846.035
0, 2169, 892.095
0, 2171, 794.095
0, 2192, 855.895
0, 2202, 863.63
0, 2202, 843.465
0, 2160, 826.315
0, 2221, 787.37
0, 2210, 817.905
0, 2161, 851.89
0, 2176, 781.45
0, 2174, 874.07
0, 2160, 805.515
0, 2166, 852.775
0, 2215, 812.39
0, 2176, 801.02
0, 2240, 889.43
0, 2251, 803.745
0, 2225, 873.335
0, 2237, 783.705
0, 2187, 833.58
0, 2186, 813.515
0, 1266, 236.915
0, 1407, 388.325
0, 2094, 733.615
0, 2256, 941.02
0, 2240, 860.845
0, 2271, 897.06
0, 2320, 832.165
0, 2262, 912.925
0, 2288, 878.9
0, 2263, 899.35
0, 2277, 926.39
0, 2297, 759.765
0, 2288, 869.005
0, 2249, 877.465
0, 2241, 861.04
0, 2327, 813.2
0, 2229, 864.62
0, 2251, 840.08
0, 2255, 853.6
0, 2202, 833.47
0, 2199, 824.1
0, 2165, 794.13
0, 2207, 866.97
0, 2217, 820.43
0, 2211, 820.66
0, 2224, 786.365
0, 2224, 772.215
0, 1910, 589.63
0, 2221, 851.67
0, 1040, 236.47
0, 1936, 628.98
0, 2185, 848.51
0, 2302, 859.285
0, 2205, 906.845
0, 2323, 847.555
0, 2245, 875.915
0, 2222, 864.315
0, 2245, 864.78
0, 2283, 772.305
0, 2256, 882.16
0, 2192, 828.565
0, 2208, 847.635
0, 2192, 881.345
0, 2247, 830.465
0, 2197, 842.52
0, 2226, 855.51
0, 2199, 881.05
0, 2209, 809.97
0, 2219, 856.36
0, 2202, 862.84
0, 2224, 824.45
0, 2185, 824.275
0, 2227, 851.87
0, 2185, 822.665
0, 2190, 891.17
0, 2231, 834.045
0, 2227, 814.825
0, 2177, 798.23
0, 1686, 275.71
0, 1776, 574.42
0, 1873, 677.435
0, 2099, 824.965
0, 2080, 782.26
0, 2095, 835.045
0, 2022, 755.8
0, 2294, 872.165
0, 2281, 866.145
0, 2203, 906.09
0, 2224, 861.445
0, 2270, 842.745
0, 2240, 823.57
0, 2185, 855.23
0, 2183, 873.24
0, 2192, 846.66
0, 2209, 839.21
0, 2197, 836.9
0, 2197, 837.79
0, 2277, 794.495
0, 2189, 857.32
0, 2251, 830.98
0, 2205, 870.49
0, 2200, 736.185
0, 1984, 692.53
0, 2032, 733.04
0, 2177, 815.33
0, 1091, 247.53
0, 1375, 267.32
0, 2227, 871.8
0, 2029, 784.41
0, 1955, 664.99
0, 1935, 669
0, 2091, 831.795
0, 2167, 711.495
0, 2135, 614.625
0, 2185, 810.015
0, 2174, 860.03
0, 2300, 894.065
0, 2257, 859.465
0, 2203, 801.96
0, 2206, 892.96
0, 2217, 845.645
0, 2224, 868.815
0, 2187, 819.55
0, 2243, 920.58
0, 2258, 849.6
0, 2224, 879.68
0, 2306, 823.07
0, 2274, 882.75
0, 2221, 777.13
0, 2212, 852.93
0, 2210, 824.42
0, 2136, 861.38
0, 2173, 809.375
0, 2216, 827.83
0, 2192, 749.15
0, 1585, 271.775
0, 1685, 509.955
0, 2109, 755.705
0, 1993, 735.725
0, 2034, 810.995
0, 2152, 813.605
0, 2111, 779.145
0, 2084, 749.66
0, 2154, 768.335
0, 1861, 601.97
0, 2218, 823.925
0, 2179, 817.17
0, 2206, 857.75
0, 2213, 855.495
0, 2274, 783.89
0, 2224, 865.95
0, 2256, 831.99
0, 2185, 829.245
0, 2082, 848.505
0, 1998, 702.45
0, 1923, 717.515
0, 1878, 636.12
0, 1801, 700.9
0, 2031, 761.75
0, 2167, 870.72
0, 2214, 782.58
0, 2181, 881.405
0, 2309, 842.025
0, 2223, 814.625
0, 2192, 854.885
0, 2270, 853.28
0, 2221, 895.61
0, 2192, 830.49
0, 2270, 859.275
0, 2237, 901.465
0, 2171, 867.265
0, 2282, 859.27
0, 2183, 840.23
0, 2228, 840.735
0, 2225, 843.75
0, 2232, 830.08
0, 2175, 857.975
0, 2191, 857.24
0, 2191, 866.455
0, 2259, 761.88
0, 2163, 853.8
0, 2161, 768.94
0, 2240, 839.74
0, 2166, 795.565
0, 2159, 864.535
0, 2192, 785.955
0, 2192, 863.645
0, 2163, 825.635
0, 2190, 822.79
0, 2155, 852.66
0, 2221, 829.205
0, 2211, 834.43
